Age,From State,To State,Probability
46,32.00000,27.00000,0.01493
46,32.00000,70.00000,0.08955
46,32.00000,72.00000,0.04478
46,32.00000,74.00000,0.10448
46,32.00000,29.00000,0.01493
46,32.00000,69.00000,0.02985
46,32.00000,68.00000,0.01493
46,32.00000,75.00000,0.04478
46,32.00000,22.00000,0.02985
46,32.00000,61.00000,0.01493
46,4.00000,4.00000,0.36923
46,4.00000,14.00000,0.07692
46,4.00000,3.00000,0.13077
46,4.00000,15.00000,0.08462
46,4.00000,13.00000,0.06154
46,4.00000,11.00000,0.08462
46,4.00000,10.00000,0.04615
46,4.00000,12.00000,0.03077
46,4.00000,9.00000,0.02308
46,4.00000,17.00000,0.01538
46,4.00000,16.00000,0.04615
46,4.00000,18.00000,0.01538
46,4.00000,20.00000,0.00769
46,4.00000,19.00000,0.00769
46,48.00000,82.00000,0.17949
46,48.00000,37.00000,0.15385
46,48.00000,85.00000,0.10256
46,48.00000,84.00000,0.10256
46,48.00000,80.00000,0.10256
46,48.00000,81.00000,0.02564
46,48.00000,39.00000,0.02564
46,48.00000,40.00000,0.15385
46,48.00000,79.00000,0.02564
46,48.00000,77.00000,0.02564
46,48.00000,42.00000,0.05128
46,48.00000,36.00000,0.02564
46,48.00000,83.00000,0.02564
46,34.00000,68.00000,0.02128
46,34.00000,24.00000,0.09574
46,34.00000,75.00000,0.07447
46,34.00000,76.00000,0.14894
46,34.00000,71.00000,0.02128
46,34.00000,74.00000,0.07447
46,34.00000,69.00000,0.02128
46,34.00000,25.00000,0.13830
46,34.00000,67.00000,0.01064
46,34.00000,73.00000,0.05319
46,34.00000,29.00000,0.06383
46,34.00000,28.00000,0.03191
46,34.00000,26.00000,0.06383
46,34.00000,66.00000,0.01064
46,34.00000,30.00000,0.02128
46,34.00000,27.00000,0.08511
46,34.00000,65.00000,0.01064
46,34.00000,72.00000,0.05319
46,85.00000,78.00000,0.23392
46,85.00000,97.00000,0.48538
46,85.00000,81.00000,0.01754
46,85.00000,79.00000,0.14035
46,85.00000,77.00000,0.07018
46,85.00000,80.00000,0.04678
46,85.00000,96.00000,0.00585
46,62.00000,88.00000,0.02222
46,62.00000,87.00000,0.04444
46,62.00000,51.00000,0.17778
46,62.00000,86.00000,0.02222
46,62.00000,58.00000,0.04444
46,62.00000,90.00000,0.06667
46,62.00000,91.00000,0.24444
46,62.00000,52.00000,0.06667
46,62.00000,89.00000,0.06667
46,62.00000,53.00000,0.06667
46,62.00000,54.00000,0.08889
46,62.00000,50.00000,0.06667
46,62.00000,55.00000,0.02222
46,68.00000,93.00000,0.32812
46,68.00000,56.00000,0.01562
46,68.00000,59.00000,0.06250
46,68.00000,91.00000,0.06250
46,68.00000,60.00000,0.01562
46,68.00000,92.00000,0.15625
46,68.00000,57.00000,0.18750
46,68.00000,61.00000,0.01562
46,68.00000,58.00000,0.12500
46,68.00000,89.00000,0.03125
46,74.00000,67.00000,0.06863
46,74.00000,64.00000,0.18627
46,74.00000,95.00000,0.17647
46,74.00000,68.00000,0.03922
46,74.00000,93.00000,0.05882
46,74.00000,94.00000,0.23529
46,74.00000,65.00000,0.11765
46,74.00000,66.00000,0.06863
46,74.00000,63.00000,0.04902
46,94.00000,99.00000,0.50000
46,94.00000,91.00000,0.33051
46,94.00000,90.00000,0.08475
46,94.00000,92.00000,0.08475
46,73.00000,94.00000,0.44318
46,73.00000,92.00000,0.05682
46,73.00000,64.00000,0.10227
46,73.00000,65.00000,0.09091
46,73.00000,63.00000,0.17045
46,73.00000,62.00000,0.07955
46,73.00000,91.00000,0.01136
46,73.00000,68.00000,0.01136
46,73.00000,95.00000,0.01136
46,73.00000,93.00000,0.02273
46,30.00000,69.00000,0.07042
46,30.00000,72.00000,0.18310
46,30.00000,71.00000,0.05634
46,30.00000,23.00000,0.12676
46,30.00000,67.00000,0.04225
46,30.00000,21.00000,0.12676
46,30.00000,66.00000,0.02817
46,30.00000,22.00000,0.08451
46,30.00000,26.00000,0.04225
46,30.00000,24.00000,0.05634
46,30.00000,25.00000,0.02817
46,30.00000,70.00000,0.04225
46,30.00000,61.00000,0.01408
46,30.00000,68.00000,0.04225
46,30.00000,58.00000,0.01408
46,30.00000,27.00000,0.01408
46,30.00000,60.00000,0.01408
46,30.00000,64.00000,0.01408
46,69.00000,59.00000,0.06250
46,69.00000,60.00000,0.06250
46,69.00000,93.00000,0.42188
46,69.00000,57.00000,0.01562
46,69.00000,91.00000,0.01562
46,69.00000,58.00000,0.23438
46,69.00000,92.00000,0.07812
46,69.00000,61.00000,0.03125
46,69.00000,63.00000,0.06250
46,69.00000,90.00000,0.01562
46,37.00000,28.00000,0.13580
46,37.00000,29.00000,0.07407
46,37.00000,27.00000,0.12346
46,37.00000,78.00000,0.07407
46,37.00000,26.00000,0.01235
46,37.00000,77.00000,0.12346
46,37.00000,76.00000,0.09877
46,37.00000,79.00000,0.03704
46,37.00000,32.00000,0.03704
46,37.00000,75.00000,0.02469
46,37.00000,70.00000,0.03704
46,37.00000,74.00000,0.06173
46,37.00000,30.00000,0.11111
46,37.00000,31.00000,0.02469
46,37.00000,69.00000,0.01235
46,37.00000,73.00000,0.01235
46,24.00000,59.00000,0.02597
46,24.00000,19.00000,0.05195
46,24.00000,62.00000,0.02597
46,24.00000,18.00000,0.14286
46,24.00000,66.00000,0.09091
46,24.00000,65.00000,0.05195
46,24.00000,63.00000,0.11688
46,24.00000,64.00000,0.06494
46,24.00000,20.00000,0.03896
46,24.00000,54.00000,0.01299
46,24.00000,17.00000,0.14286
46,24.00000,60.00000,0.02597
46,24.00000,61.00000,0.01299
46,24.00000,57.00000,0.02597
46,24.00000,16.00000,0.07792
46,24.00000,58.00000,0.03896
46,24.00000,21.00000,0.01299
46,24.00000,53.00000,0.01299
46,24.00000,67.00000,0.01299
46,24.00000,22.00000,0.01299
46,19.00000,55.00000,0.02740
46,19.00000,15.00000,0.13699
46,19.00000,14.00000,0.19178
46,19.00000,13.00000,0.15068
46,19.00000,56.00000,0.04110
46,19.00000,16.00000,0.04110
46,19.00000,36.00000,0.01370
46,19.00000,57.00000,0.02740
46,19.00000,52.00000,0.05479
46,19.00000,59.00000,0.06849
46,19.00000,17.00000,0.02740
46,19.00000,58.00000,0.05479
46,19.00000,49.00000,0.02740
46,19.00000,47.00000,0.02740
46,19.00000,53.00000,0.02740
46,19.00000,51.00000,0.02740
46,19.00000,40.00000,0.01370
46,19.00000,44.00000,0.01370
46,19.00000,35.00000,0.01370
46,19.00000,54.00000,0.01370
46,78.00000,70.00000,0.09559
46,78.00000,69.00000,0.19118
46,78.00000,68.00000,0.08088
46,78.00000,96.00000,0.25735
46,78.00000,72.00000,0.04412
46,78.00000,95.00000,0.21324
46,78.00000,71.00000,0.08088
46,78.00000,73.00000,0.02206
46,78.00000,94.00000,0.01471
46,16.00000,41.00000,0.01266
46,16.00000,51.00000,0.03797
46,16.00000,12.00000,0.21519
46,16.00000,53.00000,0.07595
46,16.00000,35.00000,0.01266
46,16.00000,50.00000,0.10127
46,16.00000,52.00000,0.02532
46,16.00000,13.00000,0.07595
46,16.00000,54.00000,0.06329
46,16.00000,42.00000,0.02532
46,16.00000,11.00000,0.16456
46,16.00000,48.00000,0.07595
46,16.00000,39.00000,0.02532
46,16.00000,49.00000,0.01266
46,16.00000,55.00000,0.01266
46,16.00000,45.00000,0.01266
46,16.00000,14.00000,0.02532
46,16.00000,15.00000,0.01266
46,16.00000,43.00000,0.01266
46,76.00000,68.00000,0.14706
46,76.00000,95.00000,0.28431
46,76.00000,94.00000,0.10784
46,76.00000,67.00000,0.16667
46,76.00000,93.00000,0.02941
46,76.00000,66.00000,0.19608
46,76.00000,70.00000,0.01961
46,76.00000,65.00000,0.00980
46,76.00000,71.00000,0.01961
46,76.00000,69.00000,0.01961
46,20.00000,17.00000,0.04478
46,20.00000,14.00000,0.13433
46,20.00000,15.00000,0.13433
46,20.00000,47.00000,0.01493
46,20.00000,61.00000,0.05970
46,20.00000,18.00000,0.04478
46,20.00000,51.00000,0.01493
46,20.00000,58.00000,0.07463
46,20.00000,60.00000,0.07463
46,20.00000,59.00000,0.02985
46,20.00000,16.00000,0.08955
46,20.00000,57.00000,0.02985
46,20.00000,40.00000,0.01493
46,20.00000,50.00000,0.01493
46,20.00000,53.00000,0.05970
46,20.00000,54.00000,0.05970
46,20.00000,45.00000,0.01493
46,20.00000,56.00000,0.02985
46,20.00000,49.00000,0.01493
46,20.00000,42.00000,0.01493
46,20.00000,41.00000,0.01493
46,20.00000,13.00000,0.01493
46,11.00000,37.00000,0.03175
46,11.00000,7.00000,0.07937
46,11.00000,8.00000,0.31746
46,11.00000,42.00000,0.07937
46,11.00000,25.00000,0.01587
46,11.00000,22.00000,0.01587
46,11.00000,39.00000,0.03175
46,11.00000,9.00000,0.15873
46,11.00000,41.00000,0.04762
46,11.00000,43.00000,0.06349
46,11.00000,40.00000,0.03175
46,11.00000,30.00000,0.01587
46,11.00000,10.00000,0.03175
46,11.00000,33.00000,0.01587
46,11.00000,38.00000,0.04762
46,11.00000,31.00000,0.01587
46,31.00000,22.00000,0.15476
46,31.00000,23.00000,0.10714
46,31.00000,60.00000,0.03571
46,31.00000,71.00000,0.07143
46,31.00000,74.00000,0.02381
46,31.00000,24.00000,0.08333
46,31.00000,73.00000,0.05952
46,31.00000,27.00000,0.05952
46,31.00000,70.00000,0.04762
46,31.00000,69.00000,0.05952
46,31.00000,61.00000,0.01190
46,31.00000,25.00000,0.04762
46,31.00000,72.00000,0.11905
46,31.00000,62.00000,0.02381
46,31.00000,66.00000,0.01190
46,31.00000,63.00000,0.01190
46,31.00000,26.00000,0.02381
46,31.00000,68.00000,0.03571
46,31.00000,67.00000,0.01190
46,43.00000,36.00000,0.05882
46,43.00000,33.00000,0.03922
46,43.00000,79.00000,0.09804
46,43.00000,78.00000,0.03922
46,43.00000,81.00000,0.09804
46,43.00000,32.00000,0.15686
46,43.00000,35.00000,0.11765
46,43.00000,37.00000,0.03922
46,43.00000,82.00000,0.07843
46,43.00000,34.00000,0.05882
46,43.00000,80.00000,0.05882
46,43.00000,76.00000,0.09804
46,43.00000,75.00000,0.01961
46,43.00000,77.00000,0.03922
46,23.00000,16.00000,0.16854
46,23.00000,65.00000,0.05618
46,23.00000,20.00000,0.04494
46,23.00000,62.00000,0.03371
46,23.00000,22.00000,0.02247
46,23.00000,64.00000,0.05618
46,23.00000,21.00000,0.03371
46,23.00000,17.00000,0.12360
46,23.00000,57.00000,0.02247
46,23.00000,60.00000,0.05618
46,23.00000,55.00000,0.02247
46,23.00000,19.00000,0.05618
46,23.00000,61.00000,0.04494
46,23.00000,63.00000,0.08989
46,23.00000,51.00000,0.01124
46,23.00000,59.00000,0.02247
46,23.00000,40.00000,0.01124
46,23.00000,58.00000,0.03371
46,23.00000,56.00000,0.01124
46,23.00000,18.00000,0.06742
46,23.00000,42.00000,0.01124
46,14.00000,10.00000,0.24561
46,14.00000,38.00000,0.01754
46,14.00000,48.00000,0.07018
46,14.00000,11.00000,0.14035
46,14.00000,47.00000,0.01754
46,14.00000,51.00000,0.01754
46,14.00000,44.00000,0.07018
46,14.00000,12.00000,0.05263
46,14.00000,28.00000,0.01754
46,14.00000,41.00000,0.03509
46,14.00000,49.00000,0.07018
46,14.00000,46.00000,0.05263
46,14.00000,50.00000,0.01754
46,14.00000,39.00000,0.01754
46,14.00000,9.00000,0.05263
46,14.00000,30.00000,0.01754
46,14.00000,45.00000,0.03509
46,14.00000,40.00000,0.01754
46,14.00000,13.00000,0.01754
46,14.00000,42.00000,0.01754
46,38.00000,79.00000,0.16471
46,38.00000,30.00000,0.08235
46,38.00000,76.00000,0.03529
46,38.00000,78.00000,0.04706
46,38.00000,73.00000,0.03529
46,38.00000,75.00000,0.04706
46,38.00000,28.00000,0.14118
46,38.00000,33.00000,0.02353
46,38.00000,32.00000,0.02353
46,38.00000,77.00000,0.09412
46,38.00000,72.00000,0.03529
46,38.00000,69.00000,0.01176
46,38.00000,74.00000,0.02353
46,38.00000,29.00000,0.09412
46,38.00000,71.00000,0.04706
46,38.00000,31.00000,0.07059
46,38.00000,27.00000,0.02353
46,63.00000,91.00000,0.51064
46,63.00000,90.00000,0.10638
46,63.00000,54.00000,0.06383
46,63.00000,52.00000,0.08511
46,63.00000,88.00000,0.04255
46,63.00000,86.00000,0.02128
46,63.00000,51.00000,0.10638
46,63.00000,56.00000,0.02128
46,63.00000,53.00000,0.02128
46,63.00000,85.00000,0.02128
46,35.00000,67.00000,0.01250
46,35.00000,28.00000,0.02500
46,35.00000,26.00000,0.11250
46,35.00000,74.00000,0.06250
46,35.00000,77.00000,0.22500
46,35.00000,29.00000,0.05000
46,35.00000,25.00000,0.18750
46,35.00000,27.00000,0.10000
46,35.00000,69.00000,0.01250
46,35.00000,76.00000,0.07500
46,35.00000,66.00000,0.01250
46,35.00000,75.00000,0.08750
46,35.00000,70.00000,0.01250
46,35.00000,30.00000,0.01250
46,35.00000,31.00000,0.01250
46,17.00000,46.00000,0.03636
46,17.00000,43.00000,0.01818
46,17.00000,14.00000,0.05455
46,17.00000,13.00000,0.10909
46,17.00000,12.00000,0.10909
46,17.00000,53.00000,0.05455
46,17.00000,49.00000,0.05455
46,17.00000,51.00000,0.07273
46,17.00000,50.00000,0.01818
46,17.00000,52.00000,0.07273
46,17.00000,54.00000,0.03636
46,17.00000,39.00000,0.01818
46,17.00000,11.00000,0.10909
46,17.00000,15.00000,0.05455
46,17.00000,47.00000,0.03636
46,17.00000,56.00000,0.05455
46,17.00000,16.00000,0.01818
46,17.00000,55.00000,0.03636
46,17.00000,33.00000,0.01818
46,17.00000,44.00000,0.01818
46,45.00000,35.00000,0.17500
46,45.00000,81.00000,0.12500
46,45.00000,83.00000,0.15000
46,45.00000,77.00000,0.02500
46,45.00000,82.00000,0.05000
46,45.00000,80.00000,0.12500
46,45.00000,33.00000,0.02500
46,45.00000,34.00000,0.02500
46,45.00000,39.00000,0.05000
46,45.00000,37.00000,0.17500
46,45.00000,78.00000,0.02500
46,45.00000,36.00000,0.02500
46,45.00000,79.00000,0.02500
46,21.00000,16.00000,0.19048
46,21.00000,61.00000,0.09524
46,21.00000,58.00000,0.05952
46,21.00000,59.00000,0.09524
46,21.00000,62.00000,0.05952
46,21.00000,15.00000,0.07143
46,21.00000,60.00000,0.07143
46,21.00000,19.00000,0.04762
46,21.00000,18.00000,0.05952
46,21.00000,17.00000,0.09524
46,21.00000,52.00000,0.02381
46,21.00000,51.00000,0.01190
46,21.00000,42.00000,0.01190
46,21.00000,14.00000,0.03571
46,21.00000,57.00000,0.02381
46,21.00000,53.00000,0.01190
46,21.00000,54.00000,0.01190
46,21.00000,55.00000,0.02381
46,53.00000,83.00000,0.06061
46,53.00000,41.00000,0.09091
46,53.00000,42.00000,0.12121
46,53.00000,85.00000,0.09091
46,53.00000,80.00000,0.03030
46,53.00000,44.00000,0.12121
46,53.00000,46.00000,0.03030
46,53.00000,43.00000,0.12121
46,53.00000,87.00000,0.27273
46,53.00000,84.00000,0.06061
46,71.00000,63.00000,0.13333
46,71.00000,94.00000,0.32000
46,71.00000,93.00000,0.14667
46,71.00000,62.00000,0.10667
46,71.00000,92.00000,0.05333
46,71.00000,61.00000,0.14667
46,71.00000,66.00000,0.01333
46,71.00000,60.00000,0.05333
46,71.00000,91.00000,0.01333
46,71.00000,65.00000,0.01333
46,92.00000,99.00000,0.34426
46,92.00000,88.00000,0.32787
46,92.00000,87.00000,0.09836
46,92.00000,89.00000,0.13115
46,92.00000,98.00000,0.09836
46,56.00000,88.00000,0.28571
46,56.00000,85.00000,0.02857
46,56.00000,86.00000,0.05714
46,56.00000,89.00000,0.17143
46,56.00000,45.00000,0.20000
46,56.00000,87.00000,0.05714
46,56.00000,46.00000,0.11429
46,56.00000,44.00000,0.05714
46,56.00000,47.00000,0.02857
46,26.00000,19.00000,0.15789
46,26.00000,62.00000,0.01316
46,26.00000,69.00000,0.05263
46,26.00000,60.00000,0.03947
46,26.00000,67.00000,0.02632
46,26.00000,53.00000,0.01316
46,26.00000,20.00000,0.13158
46,26.00000,23.00000,0.01316
46,26.00000,61.00000,0.06579
46,26.00000,63.00000,0.02632
46,26.00000,68.00000,0.07895
46,26.00000,66.00000,0.09211
46,26.00000,21.00000,0.02632
46,26.00000,65.00000,0.05263
46,26.00000,18.00000,0.13158
46,26.00000,49.00000,0.01316
46,26.00000,59.00000,0.01316
46,26.00000,58.00000,0.01316
46,26.00000,64.00000,0.01316
46,26.00000,50.00000,0.01316
46,26.00000,24.00000,0.01316
46,46.00000,78.00000,0.11111
46,46.00000,84.00000,0.08333
46,46.00000,39.00000,0.08333
46,46.00000,81.00000,0.08333
46,46.00000,82.00000,0.08333
46,46.00000,80.00000,0.08333
46,46.00000,36.00000,0.11111
46,46.00000,37.00000,0.08333
46,46.00000,83.00000,0.13889
46,46.00000,38.00000,0.02778
46,46.00000,35.00000,0.08333
46,46.00000,34.00000,0.02778
46,51.00000,44.00000,0.08333
46,51.00000,40.00000,0.16667
46,51.00000,86.00000,0.29167
46,51.00000,42.00000,0.04167
46,51.00000,83.00000,0.12500
46,51.00000,82.00000,0.08333
46,51.00000,84.00000,0.04167
46,51.00000,39.00000,0.08333
46,51.00000,87.00000,0.04167
46,51.00000,41.00000,0.04167
46,1.00000,3.00000,0.50000
46,1.00000,1.00000,0.50000
46,52.00000,40.00000,0.05128
46,52.00000,86.00000,0.23077
46,52.00000,44.00000,0.02564
46,52.00000,84.00000,0.05128
46,52.00000,41.00000,0.23077
46,52.00000,87.00000,0.17949
46,52.00000,85.00000,0.05128
46,52.00000,46.00000,0.02564
46,52.00000,43.00000,0.05128
46,52.00000,82.00000,0.02564
46,52.00000,83.00000,0.02564
46,52.00000,47.00000,0.02564
46,52.00000,80.00000,0.02564
46,13.00000,48.00000,0.09259
46,13.00000,9.00000,0.25926
46,13.00000,33.00000,0.01852
46,13.00000,45.00000,0.05556
46,13.00000,47.00000,0.11111
46,13.00000,10.00000,0.11111
46,13.00000,46.00000,0.11111
46,13.00000,11.00000,0.05556
46,13.00000,43.00000,0.01852
46,13.00000,41.00000,0.01852
46,13.00000,28.00000,0.01852
46,13.00000,35.00000,0.01852
46,13.00000,44.00000,0.03704
46,13.00000,40.00000,0.01852
46,13.00000,34.00000,0.01852
46,13.00000,49.00000,0.01852
46,13.00000,30.00000,0.01852
47,98.00000,100.00000,0.56478
47,98.00000,96.00000,0.15182
47,98.00000,97.00000,0.24899
47,98.00000,98.00000,0.03036
47,98.00000,99.00000,0.00405
47,6.00000,26.00000,0.05435
47,6.00000,6.00000,0.11957
47,6.00000,22.00000,0.01087
47,6.00000,15.00000,0.03261
47,6.00000,5.00000,0.28261
47,6.00000,17.00000,0.08696
47,6.00000,4.00000,0.03261
47,6.00000,25.00000,0.02174
47,6.00000,21.00000,0.03261
47,6.00000,28.00000,0.03261
47,6.00000,23.00000,0.02174
47,6.00000,18.00000,0.05435
47,6.00000,14.00000,0.05435
47,6.00000,20.00000,0.01087
47,6.00000,19.00000,0.01087
47,6.00000,16.00000,0.07609
47,6.00000,13.00000,0.02174
47,6.00000,24.00000,0.02174
47,6.00000,29.00000,0.01087
47,6.00000,27.00000,0.01087
47,9.00000,18.00000,0.01754
47,9.00000,6.00000,0.07018
47,9.00000,34.00000,0.08772
47,9.00000,7.00000,0.15789
47,9.00000,8.00000,0.22807
47,9.00000,38.00000,0.03509
47,9.00000,37.00000,0.05263
47,9.00000,21.00000,0.03509
47,9.00000,31.00000,0.01754
47,9.00000,33.00000,0.01754
47,9.00000,35.00000,0.03509
47,9.00000,26.00000,0.03509
47,9.00000,27.00000,0.03509
47,9.00000,36.00000,0.05263
47,9.00000,24.00000,0.01754
47,9.00000,28.00000,0.01754
47,9.00000,19.00000,0.01754
47,9.00000,39.00000,0.01754
47,9.00000,30.00000,0.03509
47,9.00000,16.00000,0.01754
47,100.00000,99.00000,0.16989
47,100.00000,100.00000,0.83011
47,20.00000,15.00000,0.14925
47,20.00000,54.00000,0.08955
47,20.00000,16.00000,0.05970
47,20.00000,18.00000,0.07463
47,20.00000,51.00000,0.01493
47,20.00000,42.00000,0.02985
47,20.00000,48.00000,0.01493
47,20.00000,14.00000,0.14925
47,20.00000,50.00000,0.01493
47,20.00000,58.00000,0.05970
47,20.00000,55.00000,0.02985
47,20.00000,52.00000,0.01493
47,20.00000,35.00000,0.01493
47,20.00000,17.00000,0.02985
47,20.00000,37.00000,0.01493
47,20.00000,60.00000,0.04478
47,20.00000,43.00000,0.01493
47,20.00000,57.00000,0.02985
47,20.00000,34.00000,0.01493
47,20.00000,46.00000,0.01493
47,20.00000,32.00000,0.01493
47,20.00000,53.00000,0.01493
47,20.00000,59.00000,0.01493
47,20.00000,29.00000,0.01493
47,20.00000,19.00000,0.01493
47,20.00000,56.00000,0.01493
47,20.00000,61.00000,0.01493
47,20.00000,44.00000,0.01493
47,35.00000,31.00000,0.02778
47,35.00000,28.00000,0.13889
47,35.00000,70.00000,0.02778
47,35.00000,26.00000,0.13889
47,35.00000,63.00000,0.02778
47,35.00000,30.00000,0.11111
47,35.00000,77.00000,0.05556
47,35.00000,29.00000,0.08333
47,35.00000,75.00000,0.02778
47,35.00000,67.00000,0.05556
47,35.00000,58.00000,0.02778
47,35.00000,72.00000,0.02778
47,35.00000,33.00000,0.02778
47,35.00000,73.00000,0.02778
47,35.00000,32.00000,0.05556
47,35.00000,61.00000,0.05556
47,35.00000,74.00000,0.02778
47,35.00000,76.00000,0.02778
47,35.00000,68.00000,0.02778
47,18.00000,15.00000,0.12903
47,18.00000,12.00000,0.04839
47,18.00000,36.00000,0.01613
47,18.00000,18.00000,0.03226
47,18.00000,58.00000,0.03226
47,18.00000,54.00000,0.08065
47,18.00000,14.00000,0.08065
47,18.00000,50.00000,0.06452
47,18.00000,13.00000,0.11290
47,18.00000,16.00000,0.04839
47,18.00000,52.00000,0.03226
47,18.00000,57.00000,0.03226
47,18.00000,55.00000,0.06452
47,18.00000,53.00000,0.01613
47,18.00000,27.00000,0.01613
47,18.00000,56.00000,0.03226
47,18.00000,17.00000,0.01613
47,18.00000,49.00000,0.01613
47,18.00000,48.00000,0.01613
47,18.00000,41.00000,0.01613
47,18.00000,46.00000,0.03226
47,18.00000,39.00000,0.01613
47,18.00000,45.00000,0.01613
47,18.00000,37.00000,0.01613
47,18.00000,42.00000,0.01613
47,76.00000,94.00000,0.06923
47,76.00000,95.00000,0.36923
47,76.00000,66.00000,0.13846
47,76.00000,67.00000,0.13846
47,76.00000,68.00000,0.13846
47,76.00000,92.00000,0.00769
47,76.00000,73.00000,0.02308
47,76.00000,93.00000,0.01538
47,76.00000,70.00000,0.04615
47,76.00000,91.00000,0.01538
47,76.00000,71.00000,0.03077
47,76.00000,69.00000,0.00769
47,75.00000,95.00000,0.20561
47,75.00000,68.00000,0.05607
47,75.00000,66.00000,0.14953
47,75.00000,94.00000,0.21495
47,75.00000,67.00000,0.10280
47,75.00000,65.00000,0.15888
47,75.00000,69.00000,0.00935
47,75.00000,93.00000,0.03738
47,75.00000,64.00000,0.03738
47,75.00000,92.00000,0.00935
47,75.00000,91.00000,0.01869
47,81.00000,96.00000,0.39316
47,81.00000,76.00000,0.06838
47,81.00000,77.00000,0.02564
47,81.00000,94.00000,0.02564
47,81.00000,95.00000,0.09402
47,81.00000,73.00000,0.15385
47,81.00000,74.00000,0.10256
47,81.00000,75.00000,0.08547
47,81.00000,72.00000,0.04274
47,81.00000,78.00000,0.00855
47,77.00000,95.00000,0.46875
47,77.00000,70.00000,0.05469
47,77.00000,67.00000,0.13281
47,77.00000,71.00000,0.05469
47,77.00000,94.00000,0.06250
47,77.00000,68.00000,0.14062
47,77.00000,69.00000,0.05469
47,77.00000,93.00000,0.01562
47,77.00000,73.00000,0.00781
47,77.00000,72.00000,0.00781
47,97.00000,99.00000,0.30634
47,97.00000,96.00000,0.22807
47,97.00000,95.00000,0.25641
47,97.00000,100.00000,0.19973
47,97.00000,94.00000,0.00945
47,57.00000,45.00000,0.10000
47,57.00000,89.00000,0.26000
47,57.00000,86.00000,0.04000
47,57.00000,47.00000,0.12000
47,57.00000,49.00000,0.02000
47,57.00000,84.00000,0.02000
47,57.00000,46.00000,0.10000
47,57.00000,87.00000,0.04000
47,57.00000,51.00000,0.04000
47,57.00000,85.00000,0.04000
47,57.00000,88.00000,0.12000
47,57.00000,52.00000,0.02000
47,57.00000,48.00000,0.04000
47,57.00000,50.00000,0.04000
47,94.00000,91.00000,0.29870
47,94.00000,99.00000,0.53247
47,94.00000,90.00000,0.08658
47,94.00000,92.00000,0.06926
47,94.00000,98.00000,0.00866
47,94.00000,93.00000,0.00433
47,95.00000,92.00000,0.24232
47,95.00000,93.00000,0.25256
47,95.00000,99.00000,0.48464
47,95.00000,94.00000,0.00683
47,95.00000,91.00000,0.01365
47,21.00000,51.00000,0.01587
47,21.00000,61.00000,0.06349
47,21.00000,50.00000,0.01587
47,21.00000,15.00000,0.14286
47,21.00000,54.00000,0.09524
47,21.00000,14.00000,0.11111
47,21.00000,17.00000,0.12698
47,21.00000,31.00000,0.01587
47,21.00000,60.00000,0.11111
47,21.00000,16.00000,0.06349
47,21.00000,18.00000,0.04762
47,21.00000,33.00000,0.01587
47,21.00000,21.00000,0.04762
47,21.00000,56.00000,0.01587
47,21.00000,62.00000,0.03175
47,21.00000,57.00000,0.01587
47,21.00000,45.00000,0.01587
47,21.00000,20.00000,0.01587
47,21.00000,53.00000,0.01587
47,21.00000,59.00000,0.01587
47,89.00000,85.00000,0.13253
47,89.00000,84.00000,0.19277
47,89.00000,98.00000,0.45783
47,89.00000,83.00000,0.12048
47,89.00000,97.00000,0.04819
47,89.00000,86.00000,0.03614
47,89.00000,87.00000,0.01205
47,90.00000,98.00000,0.50725
47,90.00000,86.00000,0.07246
47,90.00000,85.00000,0.28986
47,90.00000,84.00000,0.04348
47,90.00000,87.00000,0.04348
47,90.00000,97.00000,0.02899
47,90.00000,88.00000,0.01449
47,85.00000,97.00000,0.35484
47,85.00000,78.00000,0.14516
47,85.00000,82.00000,0.09677
47,85.00000,81.00000,0.08065
47,85.00000,80.00000,0.09677
47,85.00000,96.00000,0.11290
47,85.00000,79.00000,0.06452
47,85.00000,77.00000,0.04839
47,31.00000,54.00000,0.02128
47,31.00000,23.00000,0.06383
47,31.00000,70.00000,0.04255
47,31.00000,73.00000,0.08511
47,31.00000,67.00000,0.04255
47,31.00000,26.00000,0.10638
47,31.00000,74.00000,0.04255
47,31.00000,69.00000,0.04255
47,31.00000,24.00000,0.04255
47,31.00000,22.00000,0.06383
47,31.00000,72.00000,0.04255
47,31.00000,63.00000,0.04255
47,31.00000,66.00000,0.04255
47,31.00000,27.00000,0.10638
47,31.00000,71.00000,0.04255
47,31.00000,68.00000,0.04255
47,31.00000,57.00000,0.02128
47,31.00000,29.00000,0.06383
47,31.00000,25.00000,0.04255
47,72.00000,93.00000,0.10811
47,72.00000,62.00000,0.16216
47,72.00000,94.00000,0.24324
47,72.00000,66.00000,0.01802
47,72.00000,90.00000,0.03604
47,72.00000,64.00000,0.04505
47,72.00000,63.00000,0.07207
47,72.00000,92.00000,0.08108
47,72.00000,65.00000,0.08108
47,72.00000,91.00000,0.01802
47,72.00000,61.00000,0.11712
47,72.00000,89.00000,0.00901
47,72.00000,68.00000,0.00901
47,96.00000,95.00000,0.06565
47,96.00000,94.00000,0.31729
47,96.00000,99.00000,0.49453
47,96.00000,93.00000,0.12254
47,99.00000,100.00000,0.51699
47,99.00000,99.00000,0.34168
47,99.00000,98.00000,0.14132
47,50.00000,86.00000,0.14286
47,50.00000,48.00000,0.02041
47,50.00000,80.00000,0.04082
47,50.00000,83.00000,0.08163
47,50.00000,39.00000,0.14286
